Artist,Songs,Popularity,Link,Genre,Genres
Aureo Cesar,1,0,/aureo-cesar/,Pop,Pop; Indie
Austin Mahone,86,0.9,/austin-mahone/,Pop,Pop; Romântico; Dance; Pop/Rock; Electronica; R&B; Pop/Punk; Hip Hop; Bossa Nova; Rock; Funk; Axé; Tecnopop; Rap; Black Music; World Music; Reggaeton; House; Post-Rock; K-Pop/K-Rock; Rock Alternativo; Emocore; MPB; Blues; Infantil; Power-Pop
Banda ZeroHum,1,0,/banda-zerohum/,Pop,Pop; Sertanejo
Bárbara Castro,1,0,/barbara-castro/,Pop,Pop; Pop/Rock
Beatriz (Gospel),1,0,/beatriz-gospel/,Pop,Pop
Beatriz Messias,6,0,/beatriz-messias/,Pop,Pop
BEATZ,1,0,/beatz/,Pop,Pop
Becky G,51,3.2,/becky-g/,Pop,Pop; Hip Hop; Dance; Electronica; Black Music; Tecnopop; Pop/Rock; Trilha Sonora; R&B; Funk; Pop/Punk; Rap; Electro Swing; Funk Carioca; Trip-Hop; Disco; Reggae; House; World Music; Hard Rock
Belinda,109,0.5,/belinda/,Pop,Pop; Pop/Rock; Dance; Rock; Romântico; Electronica; Tecnopop; Trilha Sonora; Axé; House; Sertanejo; Power-Pop; R&B; Gospel/Religioso; Funk; Black Music; Pop/Punk; Electro Swing; World Music; Rock Alternativo; Forró; Hard Rock; Country; MPB; Punk Rock; Pagode; Hip Hop; J-Pop/J-Rock; Jovem Guarda
Belita,2,0,/belita/,Pop,Pop
Big Up,13,0.6,/big-up/,Pop,Pop; Trilha Sonora; Reggae
Billie The Vision and The Dancers,48,0,/billie-the-vision-and-the-dancers/,Pop,Pop; Folk; Indie
Blue,84,0.3,/blue/,Pop,Pop; Romântico; Pop/Rock; Blues; Gótico; Soul Music; Rock
Bopnova,10,0,/bopnova/,Pop,Pop
Bow Wow Wow,20,0,/bow-wow-wow/,Pop,Pop; Pop/Rock
Br'oz,31,0.3,/broz/,Pop,Pop; Romântico; Hip Hop; J-Pop/J-Rock; Black Music; Blues; Dance; Axé; House; Funk Carioca; Electronica; Pagode; MPB; Reggae; Samba; Funk; Pop/Rock
Brenno Creezy,22,0,/brenno-creezy/,Pop,Pop; Jazz; R&B
Bridgit Mendler,52,0.5,/bridgit-mendler/,Pop,Pop; Pop/Rock; Trilha Sonora; Dance; Romântico; World Music; Soul Music; R&B; Indie; Rap; Reggae; Chillout; Black Music; Funk; J-Pop/J-Rock; Hip Hop; Jazz; Electronica
Britney Spears,310,9.8,/britney-spears/,Pop,Pop; Dance; Romântico; R&B; Electronica; Pop/Rock; Tecnopop; Black Music; Pop/Punk; House; Funk; Rock; Electro Swing; Funk Carioca; Hard Rock; Disco; J-Pop/J-Rock; Hip Hop; Gospel/Religioso; Rock Alternativo; Instrumental; Blues; Power-Pop; Axé; World Music; Ska; Gótico; New Age; Punk Rock; Trip-Hop; Soft Rock; Indie; Trilha Sonora; Grunge; Chillout; K-Pop/K-Rock; Infantil; Surf Music; Folk; Sertanejo; Country; Hardcore; MPB; Velha Guarda; Pagode; Heavy Metal; Forró; Samba; Emocore; Clássico; Jazz; Bossa Nova
Bruna Izi e Lafaiete,1,0,/bruna-izi-e-lafaiete/,Pop,Pop; Sertanejo
Bruno Bessa,14,0,/bruno-bessa/,Pop,Pop; Pop/Rock; Indie
Burlesque,10,0,/burlesque-trilha-sonora/,Pop,Pop
Caio Dias,10,0,/caio-dias/,Pop,Pop
Caio Lira,4,0,/caio-lira/,Pop,Pop
Camila,51,1,/camila/,Pop,Pop; Romântico; Pop/Rock; Trilha Sonora; Instrumental; Clássico; Rock; Ska; Axé
Camila Cabello,40,9.2,/camila-cabello/,Pop,Pop; Dance; Romântico; Reggaeton; R&B; Pop/Rock; Hip Hop
Camilla Fernandes,6,0,/camilla-fernandes/,Pop,Pop; Gospel/Religioso
Carol Souza,1,0,/carol-souza/,Pop,Pop; MPB; Sertanejo
Carolina Maria,1,0,/carolina-maria/,Pop,Pop; Forró; MPB
Caroline Gaspar,4,0.2,/caroline-gaspar/,Pop,Pop
Caroly,47,0,/caroly/,Pop,Pop; Rap
Carolzi,6,0,/carolzi/,Pop,Pop; R&B; World Music; Hip Hop
Carpechill,7,0,/carpechill/,Pop,Pop; Indie
Carrossel de Emoções,12,0,/carrossel-de-emocoes/,Pop,Pop; Funk Carioca; Funk
Cash Cash,51,5.4,/cash-cash/,Pop,Pop; Pop/Rock; Tecnopop; Rock Alternativo; Axé; Rock; Funk Carioca; Romântico; Emocore; Dance; Sertanejo; Funk; Infantil; Hardcore; Forró; New Age; Pop/Punk; Disco; New Wave
Cassie,69,0.2,/cassie/,Pop,Pop; R&B; Hip Hop; Black Music; Dance; Electronica; Tecnopop; J-Pop/J-Rock; Clássico; Funk Carioca; Rap; MPB; Axé; Pop/Rock
Charice,75,0.2,/charice/,Pop,Pop; Romântico; R&B; Pop/Rock; Trilha Sonora; Clássico; Hardcore; Hip Hop; Axé
Charle$ilva,1,0,/charlesilva/,Pop,Pop
Cheetah Girls,69,0,/the-cheetah-girls/,Pop,Pop
Cheryl,66,0.1,/cheryl/,Pop,Pop; Dance; Romântico; Pop/Rock; R&B; Electronica; Trilha Sonora; Psicodelia; Tecnopop; Gótico; K-Pop/K-Rock; House; World Music; J-Pop/J-Rock; Trance; Black Music; Axé
Christian Chávez,34,0,/jose-christian-chavez/,Pop,Pop
Christian Seidl,2,0,/christian-seidl/,Pop,Pop; Indie
Christina Aguilera,220,9,/christina-aguilera/,Pop,Pop; R&B; Dance; Jazz; Blues; Axé; Hip Hop; Soul Music; Pop/Rock; House; Black Music; Electronica; Funk; World Music; Romântico; Funk Carioca; Trilha Sonora; Hard Rock; Gótico; Electro Swing; Tecnopop; Folk; Pop/Punk; Grunge; Gospel/Religioso; J-Pop/J-Rock; Rock; Soft Rock; Forró; Rap; Hardcore; Disco; Country; Emocore; Chillout; Instrumental; Heavy Metal; Power-Pop; Clássico; Reggae; Samba
Christina Grimmie,54,0.2,/christina-grimmie/,Pop,Pop; Pop/Rock; Romântico; Piano Rock; Rock; Power-Pop; World Music; Punk Rock; Rock Alternativo; R&B; Axé
Christopher Cross,67,1.5,/christopher-cross/,Pop,Pop; Romântico; World Music; Clássico; Trilha Sonora; Rock; Disco; J-Pop/J-Rock; Axé; K-Pop/K-Rock; Soft Rock
Christopher Uckermann,29,0.1,/christopher-uckermann/,Pop,Pop; Pop/Rock; Dance; Electronica; Romântico; World Music; Power-Pop; Instrumental; Axé; Tecnopop; Rock; Blues; Trilha Sonora; House; Reggae; Clássico; Progressivo; Rock Alternativo; Folk; Indie; Soul Music
Chungha,17,0.1,/chungha/,Pop,Pop; K-Pop/K-Rock
Cimorelli,117,0.2,/cimorelli/,Pop,Pop; Pop/Rock; Dance; Romântico; Electronica; Rock Alternativo; Hard Rock; Black Music; New Age; Chillout; House; Indie; Electro Swing; Funk Carioca; Instrumental; Axé
Cine,65,1.1,/cine/,Pop,Pop; Pop/Rock; Tecnopop; Romântico; Axé; Pop/Punk; Rock Alternativo; Sertanejo; Black Music; Emocore; Gótico; Funk; Hard Rock; Psicodelia; Electronica; Fado; Rock; Samba; Reggae; Post-Rock; Surf Music; Hip Hop; Grunge; World Music; R&B; Gospel/Religioso; Velha Guarda; Jazz; Infantil; Forró; Pagode
Claudia Leitte,146,5.3,/claudia-leitte/,Pop,Pop; Axé; Romântico; Samba; Trilha Sonora; MPB; Pop/Rock; Black Music; Funk; Dance; Forró; Electronica; Funk Carioca; Sertanejo; Gospel/Religioso; Heavy Metal; World Music; Blues; Instrumental; Electro Swing; House; Power-Pop; Folk; Grunge; Hip Hop; Pagode; Infantil; Rock; Jovem Guarda; Jazz; Punk Rock; Piano Rock; New Wave; Ska; Soul Music; Tecnopop; Disco; Bossa Nova; Reggae; Hardcore; Rap; Country; Clássico
Claudinei Oliveira,28,0,/claudinei-oliveira/,Pop,Pop; Sertanejo; Romântico; World Music; MPB; Velha Guarda
Claudinho & Buchecha,74,3,/claudinho-buchecha/,Funk Carioca,Funk Carioca
Cody Simpson,107,0.7,/cody-simpson/,Pop,Pop; Romântico; Dance; Pop/Rock; Surf Music; R&B; Hip Hop; Electronica; Axé; J-Pop/J-Rock; Clássico; Gospel/Religioso; Funk; Disco; Sertanejo; Trilha Sonora; Tecnopop; Jovem Guarda; Reggae; Pop/Punk; Funk Carioca; Gótico; Instrumental; Infantil; Power-Pop; Hard Rock; Black Music; Jazz; Forró; Emocore; Blues; New Wave; Indie; Rap; Punk Rock; Rockabilly; Rock Alternativo; Rock; Psicodelia; Bossa Nova; Samba; MPB; Heavy Metal
Colbie Caillat,103,5.5,/colbie-caillat/,Pop,Pop; Romântico; Surf Music; Trilha Sonora; Folk; House; Black Music; Country; Sertanejo; R&B; Funk Carioca; Electro Swing; Disco; Chillout; Gospel/Religioso; Soft Rock; Forró; Dance; Reggae; Blues; Pop/Rock; Funk
Complexoj,13,0,/complexoj/,Pop,Pop
Conor Maynard,49,0.6,/conor-maynard/,Pop,Pop; Electronica; Tecnopop; Hip Hop; Dance; Pop/Rock; Romântico; R&B; Blues
Conrado Bragança,3,0,/conrado-braganca/,Pop,Pop
Corbin Bleu,34,0,/corbin-bleu/,Pop,Pop; R&B; Hip Hop; Black Music; Dance; Electronica; Pop/Rock; World Music; Rap; Heavy Metal; Hard Rock; Axé; J-Pop/J-Rock; Funk; Country
Cordas Humanas,2,0,/cordas-humanas/,Pop,Pop; Soul Music; Gospel/Religioso
Cteste,4,0,/cteste/,Pop,Pop
Dado Dolabella,19,0.1,/dado-dolabella/,Pop,Pop; Romântico; Trilha Sonora; Pop/Rock; Reggae; Rock Alternativo; MPB; J-Pop/J-Rock; Axé; Pop/Punk; Funk; Funk Carioca; Disco; Infantil; Sertanejo; Clássico; Instrumental; Jazz; Hip Hop; Gospel/Religioso; Hardcore; Pagode; Forró; Country; Blues; Heavy Metal; Emocore; Hard Rock
Dalto,31,0.3,/dalto/,Pop,Pop; MPB; Romântico; Bossa Nova
Dani Crisani,2,0,/dani-crisani/,Pop,Pop
Daniel Pellegrini,17,0,/daniel-pellegrini/,Pop,Pop
Daniel Siwek,8,0,/daniel-siwek/,Pop,Pop; World Music; Folk
Daniel y Enrique,12,0,/daniel-y-enrique/,Pop,Pop; World Music
Daniela Araújo,68,0.6,/daniela-araujo/,Pop,Pop; Gospel/Religioso; Soul Music; Romântico; Rock; Pop/Rock; MPB; Black Music
Dave August,4,0,/dave-august/,Pop,Pop; Indie
David Archuleta,126,0.6,/david-archuleta/,Pop,Pop; Romântico; Pop/Rock; Gospel/Religioso
Deborah Campioni,9,0,/deborah-campioni/,Pop,Pop
Demi Lovato,182,21.1,/demi-lovato/,Pop,Pop; Pop/Rock; Dance; Electronica; Rock Alternativo; Pop/Punk; Hard Rock; Country; Black Music; Funk Carioca; Hip Hop; Blues; Funk; Gótico; Disco; J-Pop/J-Rock; Emocore; Forró; Soul Music; Gospel/Religioso; Romântico; R&B; Rock; Piano Rock; House; Infantil; Clássico; Rap; Folk; Sertanejo; K-Pop/K-Rock; Power-Pop; Jazz; Axé; Tecnopop; Electro Swing; Punk Rock; Trip-Hop; Soft Rock; Instrumental; Heavy Metal; Samba; Hardcore; Post-Rock; World Music; Surf Music; Pagode; Velha Guarda; Grunge; Indie; Bossa Nova; Fado; Psicodelia; Rockabilly; Chillout; New Wave; MPB; Trilha Sonora; Progressivo; Regional; Reggaeton; Jovem Guarda; Pós-Punk
Destro,2,0,/destro/,Pop,Pop; Indie; R&B; Dance; Disco
Dima Bilan,65,0,/dima-bilan/,Pop,Pop
Diogo Ferreira,4,0,/diogo-ferreira/,Samba,Samba; Pop; MPB
Diogo Martins,3,0,/diogo-martins/,Funk Carioca,Funk Carioca; MPB; Pop
Dj Guiih,12,0,/dj-guiih/,Pop,Pop; Industrial; Electronica; Bossa Nova; Electro Swing
DJ Marlboro,70,0.4,/dj-marlboro/,Funk Carioca,Funk Carioca; Pop; Electronica; Hip Hop; Rap; Axé; Sertanejo; Gospel/Religioso; Electro Swing; Gótico; Folk; Infantil
Dolls,18,0,/dolls/,Pop,Pop; Dance; Funk; Trilha Sonora; Electronica; Pop/Rock; Black Music; Hip Hop; Axé; R&B; Infantil; Pop/Punk; Gospel/Religioso; Funk Carioca; Gótico; Forró; Emocore; Sertanejo; Pagode; Romântico; Punk Rock; Indie; Hardcore; Jovem Guarda; J-Pop/J-Rock; MPB; Rock; House; Electro Swing; New Age; World Music; New Wave; Trip-Hop; Instrumental; Hard Rock; Heavy Metal; Country; Ska; Tecnopop; Disco; Reggaeton; Rap; Power-Pop; Surf Music
Double,2,0,/double-suica/,Pop,Pop
Drich,24,0,/drich/,Pop,Pop; R&B; Rap
Du Rique,1,0,/du-rique/,Pop,Pop
DuBboy,10,0,/dubboy/,Pop,Pop; Dance; Electronica
Duffy,37,0.3,/duffy/,Pop,Pop; Soul Music; Jazz; Blues; R&B; Romântico
Eden's Crush,23,0,/edens-crush/,Pop,Pop; Axé
Edu Gueda,21,0.1,/edu-gueda/,Pop,Pop; Funk Carioca; Sertanejo
Elayne e Gislayne,2,0,/elayne-e-gislayne/,Pop,Pop; Sertanejo
Ellie Goulding,121,18.3,/ellie-goulding/,Pop,Pop; Electronica; Indie; Folk; Pop/Rock; Romântico; Dance; Chillout; Power-Pop; Trilha Sonora; R&B; Samba; Tecnopop; Rock; Rockabilly; Clássico; Rap; Funk; Classic Rock; Electro Swing; Gótico; Emocore; Black Music; Forró; Industrial; Rock Alternativo; Progressivo; Hard Rock; Hip Hop; Reggaeton; Soul Music; Axé
Ellis Oliver,6,0,/ellis-oliver/,Pop,Pop; Gospel/Religioso
Encantado,10,0,/encantado/,Pop,Pop; Reggae; Surf Music
Enzo Paixão,3,0,/enzo-paixao/,Pop,Pop; Sertanejo
Erasure,204,0.9,/erasure/,Pop,Pop; Tecnopop; Electronica; New Wave; Dance; Soft Rock; Indie; Axé
Eric Strada,14,0,/eric-strada/,Pop,Pop; Country; Sertanejo
ETTO,1,0,/etto/,Pop,Pop; Electronica
Fabiano Macieira,6,0,/fabiano-macieira/,Pop,Pop
FASE4,2,0,/fase4/,Pop,Pop; Funk Carioca; Black Music
Feito Café,5,0,/feito-cafe/,Pop,Pop; Folk; Indie
Felipe Dylon,50,0.4,/felipe-dylon/,Pop,Pop; Surf Music; Romântico; Pop/Rock; Electro Swing; Velha Guarda; Sertanejo; Axé; Infantil; Funk Carioca
Fernanda Lemos,5,0,/fernanda-lemos/,Pop,Pop; MPB
Fernando Leite,24,0,/fernando-leite/,Pop,Pop; Blues; MPB
Fifth Harmony,131,5.5,/fifth-harmony/,Pop,Pop; Dance; Electronica; R&B; Black Music; Romântico; Funk; House; Hip Hop; Funk Carioca; Rap; Forró; Axé; Folk; Pop/Rock; Electro Swing; Power-Pop; Chillout; Samba; Sertanejo; Blues; MPB; Indie; Grunge; Classic Rock; Gótico; Hard Rock; Pop/Punk; J-Pop/J-Rock; Fado; K-Pop/K-Rock; Country; Velha Guarda; Rock Alternativo; Clássico
Five,87,0.3,/five/,Pop,Pop; Pop/Rock; Rap; World Music; Dance; Electronica
Fly,30,0,/fly-br/,Pop,Pop
Forever In Your Mind,24,0.1,/forever-in-your-mind/,Pop,Pop
Fotos,10,0,/fotos/,Pop,Pop; Sertanejo; Hip Hop; Black Music; Rock; Reggae; Forró; Pop/Punk; Folk; Pagode; Emocore; Rap
Frailen Sertanejo,18,0,/frailen-sertanejo/,Pop,Pop; Sertanejo; Romântico
Fran Rosas,11,0,/fran-rosas/,Pop,Pop; Jazz; MPB
Frankie Goes To Hollywood,30,0.1,/frankie-goes-to-hollywood/,Pop,Pop; New Wave; New Age
Gaabz,1,0,/gaabz/,Pop,Pop
Gabbie Fadel,1,0,/gabbie-fadel/,Pop,Pop
Gabi Borges,1,0,/gabi-borges/,Pop,Pop
Gabi Caroline,2,0,/gabi-caroline/,Sertanejo,Sertanejo; Folk; Pop
Gabys,10,0,/gabys/,Pop,Pop; Indie; Electronica
Gang 90 & as Absurdetes,17,0,/gang-90-absurdetes/,Pop,Pop
Geo,9,0,/geo/,Pop,Pop
Geovane Santos,15,0,/geovane-santos/,Pop,Pop
Geri Halliwell,61,0.1,/geri-halliwell/,Pop,Pop; Dance; Pop/Rock; Power-Pop; Axé; Jazz
Girlicious,53,0,/girlicious/,Pop,Pop; R&B; Hip Hop; Black Music; Dance; House; Electro Swing; Electronica; Infantil; Funk Carioca
Goldfrapp,84,0,/goldfrapp/,Pop,Pop; Electronica; Dance; Indie; New Wave; Folk
Greyson Chance,37,0.1,/greyson-chance/,Pop,Pop; Romântico; Instrumental; Pop/Rock; Piano Rock; Hard Rock; Electronica; Gospel/Religioso
Grupo Blend,12,0,/grupo-blend/,Pop,Pop
Grupo Musicamp,4,0,/grupo-musicamp/,Pop,Pop; Regional
Grupo Palavra Certa,3,0,/grupo-palavra-certa/,Pop,Pop; Samba; Pagode
Gus7avo Diniz,5,0,/gus7avo-diniz/,Pop,Pop; House; Dance
Gwenno,17,0,/gwenno/,Pop,Pop; Electronica
Hanson,235,1.6,/hanson/,Pop,Pop; Pop/Rock; Romântico; Rock; Blues
Henrrique Vieira,1,0,/henrrique-vieira/,Pop,Pop
High School Musical - A Seleção,23,0,/high-school-musical-a-selecao/,Pop,Pop
Hilreli,1,0,/hilreli/,Pop,Pop; MPB
IM5,28,0,/im5/,Pop,Pop; Dance; Electronica
Ismael Lopes,2,0,/ismael-lopes/,Pop,Pop
Ivete Sangalo,275,11.5,/ivete-sangalo/,Pop,Pop; Axé; Romântico; MPB; Samba; Pop/Rock; Sertanejo; Forró; Funk; Jovem Guarda; Electronica; Pagode; Hard Rock; Clássico; Gospel/Religioso; Rock; Dance; Bossa Nova; Heavy Metal; Velha Guarda; Emocore; World Music; Country; Hardcore; Funk Carioca; Hip Hop; Infantil; Disco; Gótico; Instrumental; R&B; Jazz; J-Pop/J-Rock; Blues; Reggae; Rap; Pop/Punk; Black Music; Trilha Sonora; Regional; Samba Enredo; New Age; Punk Rock; Grunge; Trip-Hop; Rock Alternativo; House; Tecnopop; Surf Music; Soul Music; Fado; Piano Rock; Rockabilly; Psicodelia; Ska; Power-Pop; Pós-Punk; Progressivo; Indie; Folk
IZA,30,14.6,/iza/,Pop,Pop; R&B; MPB
James Arthur,86,20.9,/james-arthur/,Pop,Pop; Soul Music; Jazz; Pop/Rock
James Biaggie,4,0,/james-biaggie/,Pop,Pop
Jamie Lynn Spears,18,0,/jamie-lynn-spears/,Pop,Pop; Pop/Rock; Trilha Sonora; Dance; Country; Tecnopop; Pop/Punk; Disco; Axé; Romântico
Janet Jackson,235,2.1,/janet-jackson/,Pop,Pop; R&B; Hip Hop; Dance; Black Music; Funk; Soul Music; Romântico; Forró; Rock; Electronica
Jasmine Villegas,54,0,/jasmine-villegas/,Pop,Pop; R&B; Dance; Romântico; Hip Hop; World Music; Black Music; Electronica; Pop/Rock; House; Funk; J-Pop/J-Rock; Sertanejo; Grunge; Axé; Forró
Jax Jones,6,0.3,/jax-jones/,Pop,Pop; Dance; Electronica
Jennette McCurdy,38,0.1,/jennette-mccurdy/,Pop,Pop; Romântico; Country; Trilha Sonora; Pop/Rock; World Music; Dance; Rock; Funk Carioca; Hard Rock; Funk; Axé; Black Music; Classic Rock; Punk Rock; Velha Guarda; Gótico; R&B; Hip Hop; Emocore; Clássico; J-Pop/J-Rock; Gospel/Religioso; Blues; Sertanejo; Electronica
Jenny Rocha,1,0,/jenny-rocha/,Pop,Pop; Pop/Rock
Jessica Simpson,94,0.4,/jessica-simpson/,Pop,Pop; Country; Romântico; Electro Swing; Black Music; Funk Carioca
Jewel,243,0.3,/jewel/,Pop,Pop; Folk; Country; Romântico; Power-Pop; Indie; Pop/Rock; Chillout; Psicodelia
Jherry,4,0,/jherry/,Funk Carioca,Funk Carioca; Dance; Pop
Joan Osborne,111,1.8,/joan-osborne/,Pop,Pop; Pop/Rock; Gospel/Religioso; Rock; J-Pop/J-Rock; Grunge; Country
João Marx,1,0,/joao-marx/,Pop,Pop; Rock Alternativo
JoJo,142,1.4,/jojo/,Pop,Pop; R&B; Romântico; Pop/Rock; Dance; Trilha Sonora; Hip Hop; World Music; Funk Carioca; Axé; Black Music; Electro Swing; House; Rap; Funk; Jazz; Indie; Gospel/Religioso; Sertanejo; Country; J-Pop/J-Rock; Rock; Reggae; Emocore
Jonatas Ribeiro,5,0,/jonatas-ribeiro/,Pop,Pop; Gospel/Religioso
Jordan Knight,38,0,/jordan-knight/,Pop,Pop; Funk Carioca; Romântico; Axé; Reggae
Jordin Sparks,78,0.8,/jordin-sparks/,Pop,Pop; Romântico; R&B; Black Music; Soul Music; Blues; Clássico; Trilha Sonora; Dance; Country; World Music
Josh Rouse,66,0,/josh-rouse/,Pop,Pop; Folk; Indie; J-Pop/J-Rock
Ju Ribeiro,5,0,/ju-ribeiro/,Pop,Pop
Juan Marcus e Vinícius,44,0.3,/juan-marcus-e-vinicius/,Pop,Pop; World Music; Sertanejo
Juliana Bumbeer,5,0,/juliana-bumbeer/,Pop,Pop; MPB
Juliana Starry,4,0,/juliana-starry/,Pop,Pop; Rap
Julieta Venegas,153,0.9,/julieta-venegas/,Pop,Pop; Pop/Rock; Folk; Trilha Sonora; Clássico; Romântico; MPB
Jullie,34,0.2,/jullie/,Pop,Pop; Pop/Rock; Romântico; Rock; Trilha Sonora; Electronica; Dance; Folk; Sertanejo; Funk Carioca; Black Music
Júnior Soares,1,0,/junior-soares/,Pop,Pop; Black Music; Gospel/Religioso
Júnior Soul,16,0,/junior-soul/,Pop,Pop; Soul Music; Pop/Rock; R&B
Kaleb Karaã,4,0,/kaleb-karaa/,Pop,Pop; Sertanejo
Kandies,1,0,/kandies/,Pop,Pop; Pop/Rock; Electronica; Pop/Punk; Hip Hop
Kat Graham,25,0.1,/kat-graham/,Pop,Pop; Hip Hop; R&B; J-Pop/J-Rock; Dance
Katy Perry,167,18.3,/katy-perry/,Pop,Pop; Dance; Pop/Rock; Electronica; Romântico; Tecnopop; Axé; Funk Carioca; Black Music; Funk; Rock; House; Rock Alternativo; Electro Swing; Disco; Hip Hop; Pop/Punk; R&B; Gospel/Religioso; Jazz; Power-Pop; Gótico; Hard Rock; Clássico; New Age; Pagode; Rap; Infantil; J-Pop/J-Rock; K-Pop/K-Rock; Blues; Emocore; Reggae; Piano Rock; Trip-Hop; MPB; Grunge; Surf Music; Country; Indie; Forró; Psicodelia; Instrumental; Soul Music; Trilha Sonora; Folk; New Wave; Punk Rock; Jovem Guarda; Soft Rock; Bossa Nova; Samba; Hardcore; Pós-Punk; Post-Rock; Sertanejo; Chillout; Trance
Kdrew,20,0,/kdrew/,Pop,Pop; Electronica; Dance; Romântico; World Music; Hard Rock; Funk
Kekel Pires,2,0,/kekel-pires/,Pop,Pop
Kesha,193,2.6,/kesha/,Pop,Pop; Dance; Electronica; Pop/Rock; Black Music; House; Funk Carioca; Hip Hop; Electro Swing; Funk; Pop/Punk; Axé; R&B; Sertanejo; Country; Tecnopop; Fado; Progressivo; Rock Alternativo; Ska; Indie; Rap; Romântico; Rock
Kid Abelha,160,4.8,/kid-abelha/,Pop,Pop; Pop/Rock; MPB; Romântico; Rock; Trilha Sonora; Rock Alternativo; Jovem Guarda; Clássico; Axé; Bossa Nova; Funk; Reggae; Country; Black Music; Indie; Disco; Gótico; Instrumental; Folk; Dance; Gospel/Religioso; J-Pop/J-Rock
KLB,129,2.5,/klb/,Pop,Pop; Romântico; Pop/Rock; Rock; Trilha Sonora; Instrumental; MPB; Jovem Guarda; Axé; Black Music; Funk; Emocore; Sertanejo; Hard Rock; Dance; Forró; Surf Music; Rock Alternativo; Pagode; Rap; Country; J-Pop/J-Rock; Tecnopop; Electro Swing; Regional; K-Pop/K-Rock; Progressivo; Blues; Heavy Metal; Samba; Reggae; Hip Hop; Indie; House; Gótico; Bossa Nova; Jazz; Pop/Punk; World Music; Velha Guarda; Gospel/Religioso; Infantil; Disco; Funk Carioca; Electronica; Folk
Korth,1,0,/korth/,Pop,Pop; Electronica; Dance
Kudai,84,0,/kudai/,Pop,Pop; Pop/Rock; Emocore; Rock; Pop/Punk; Soft Rock; Hardcore; Gótico
Lady Antebellum,101,3.5,/lady-antebellum/,Pop,Pop; Romântico; Country; Trilha Sonora; Pop/Rock; Black Music; Pagode; K-Pop/K-Rock; House; Emocore; Soul Music; Funk; Gospel/Religioso; Funk Carioca
Language of Flowers,12,0,/language-of-flowers/,Pop,Pop; Indie
Lanne,2,0,/lanne/,Pop,Pop
Lari Pádua,5,0,/lari-padua/,Pop,Pop; Indie; Trip-Hop
Laryssa e Rayssa,3,0,/laryssa-e-rayssa/,Pop,Pop; Romântico; Jazz; Infantil
Lea Ferguson,12,0,/lea-ferguson/,Pop,Pop
Leandro Lopes,26,0.1,/leandro-lopes/,Pop,Pop; Romântico; Pop/Rock; Trilha Sonora; Black Music; Rock; Rock Alternativo; Pop/Punk; Axé
Leighton Meester,32,0.1,/leighton-meester/,Pop,Pop; Dance; Pop/Rock; Electronica; Country; Power-Pop; Blues; Folk; Indie; R&B
Lene Alexandra,4,0,/lene-alexandra/,Pop,Pop
Lenylson Luan,2,0,/lenylson-luan/,Pop,Pop
Liah,66,0.2,/liah/,Pop,Pop; Romântico; MPB; Pop/Rock; Trilha Sonora; Jazz; Rock Alternativo; Sertanejo; Pagode
Lil Seven,26,0,/lil-seven/,Pop,Pop; Reggaeton; Rap
Lily Allen,95,3.6,/lily-allen/,Pop,Pop; Pop/Rock; Soul Music; Indie; World Music; Jazz; Dance; Blues; Folk; Rock Alternativo; Funk Carioca; Axé; Reggae; Soft Rock; Emocore; House; J-Pop/J-Rock; Hip Hop; Pop/Punk; Black Music; R&B
Linho Nato,1,0,/linho-nato/,Pop,Pop; Pop/Rock
Lippe,2,0,/lippe/,Funk Carioca,Funk Carioca; Pop
Little Mix,120,12.9,/little-mix/,Pop,Pop; Dance; Power-Pop; Romântico; Hip Hop; R&B; World Music; Pop/Rock; Trilha Sonora; Gospel/Religioso; Electronica; K-Pop/K-Rock; MPB; Hard Rock; Rock Alternativo; Black Music; Rock; Axé
Little Nation,15,0,/little-nation/,Pop,Pop; Folk
Loko Loko,1,0,/loko-loko/,Pop,Pop; Reggaeton; Sertanejo
Lolla Dias,3,0,/lolla-dias/,Pop,Pop; House; Electro Swing; Funk Carioca
"LSD (Labrinth, Sia & Diplo)",5,9,/lsd-labrinth-sia-diplo/,Pop,Pop
Lu Andrade,30,0,/lu-andrade/,Pop,Pop; MPB; Pop/Rock; Post-Rock; Indie; Folk; Romântico; Rock
Luamarte,14,0.2,/luamarte/,Pop,Pop; MPB; Folk
Lucas Alencar,4,0,/lucas-alencar/,Pop,Pop; Gospel/Religioso
Lucas Hawkin,1,0,/lucas-hawkin/,Pop,Pop
Lucas Ing,1,0,/lucas-ing/,Pop,Pop; Sertanejo
Lucca e Juann,9,0,/lucca-e-juann/,Pop,Pop; Sertanejo
Luckas Carbonary,2,0,/luckas-carbonary/,Pop,Pop; Gospel/Religioso
Luísa Sonza,14,5.1,/luisa-sonza/,Pop,Pop
Luka,52,0.5,/luka/,Pop,Pop; Pop/Rock; MPB; Power-Pop; Trilha Sonora; Black Music; Axé; Tecnopop; Post-Rock; Funk Carioca; Romântico; Electro Swing; Gótico; Dance; Electronica; Sertanejo; Funk; Rock
Lulu Henrique,8,0,/lulu-henrique/,Pop,Pop
Maddi Jane,16,0,/maddi-jane/,Pop,Pop; Power-Pop; World Music; Pop/Rock; Romântico; Rock; Hip Hop; Dance; Piano Rock; Hard Rock; Funk; Black Music; Psicodelia; Rap; Reggae; Funk Carioca; Axé; J-Pop/J-Rock; Blues; Soul Music; Instrumental; Clássico; Country
