,index,month,specialty_group,is_new_churner,practice_region,practitioner_id
1052,4325,2019-08-01,Physiotherapists,True,Provence-Alpes-Côte d'Azur,9
1053,4326,2019-08-01,Physiotherapists,True,Île-de-France,27
1054,4341,2019-08-01,Psychologists,True,Auvergne-Rhône-Alpes,2
1055,4342,2019-08-01,Psychologists,True,Bretagne,2
1056,4343,2019-08-01,Psychologists,True,Hauts-de-France,3
1057,4344,2019-08-01,Psychologists,True,Occitanie,4
1058,4345,2019-08-01,Psychologists,True,Pays de la Loire,2
1059,4346,2019-08-01,Psychologists,True,Provence-Alpes-Côte d'Azur,1
1060,4347,2019-08-01,Psychologists,True,Île-de-France,16
1061,4368,2019-08-01,Surgeons,True,Bourgogne-Franche-Comté,1
1062,4369,2019-08-01,Surgeons,True,Nouvelle-Aquitaine,2
1063,4370,2019-08-01,Surgeons,True,Occitanie,2
1064,4371,2019-08-01,Surgeons,True,Pays de la Loire,2
1065,4372,2019-08-01,Surgeons,True,Île-de-France,2
1066,4384,2019-09-01,Anesthetists,True,Auvergne-Rhône-Alpes,16
1067,4385,2019-09-01,Anesthetists,True,Provence-Alpes-Côte d'Azur,2
1068,4400,2019-09-01,Dentists,True,Auvergne-Rhône-Alpes,8
1069,4401,2019-09-01,Dentists,True,Centre-Val de Loire,1
1070,4402,2019-09-01,Dentists,True,Grand Est,5
1071,4403,2019-09-01,Dentists,True,Hauts-de-France,4
1072,4404,2019-09-01,Dentists,True,Nouvelle-Aquitaine,2
1073,4405,2019-09-01,Dentists,True,Occitanie,1
1074,4406,2019-09-01,Dentists,True,Pays de la Loire,1
1075,4407,2019-09-01,Dentists,True,Provence-Alpes-Côte d'Azur,9
1076,4408,2019-09-01,Dentists,True,Île-de-France,38
1077,4423,2019-09-01,GPs,True,Auvergne-Rhône-Alpes,5
1078,4424,2019-09-01,GPs,True,Bourgogne-Franche-Comté,1
1079,4425,2019-09-01,GPs,True,Bretagne,4
1080,4426,2019-09-01,GPs,True,Centre-Val de Loire,1
1081,4427,2019-09-01,GPs,True,Grand Est,7
1082,4428,2019-09-01,GPs,True,Hauts-de-France,3
1083,4429,2019-09-01,GPs,True,Nouvelle-Aquitaine,2
1084,4430,2019-09-01,GPs,True,Occitanie,1
1085,4431,2019-09-01,GPs,True,Pays de la Loire,1
1086,4432,2019-09-01,GPs,True,Provence-Alpes-Côte d'Azur,6
1087,4433,2019-09-01,GPs,True,Île-de-France,8
1088,4448,2019-09-01,Gynaecologists,True,Auvergne-Rhône-Alpes,1
1089,4449,2019-09-01,Gynaecologists,True,Grand Est,2
1090,4450,2019-09-01,Gynaecologists,True,Hauts-de-France,1
1091,4451,2019-09-01,Gynaecologists,True,Normandie,1
1092,4452,2019-09-01,Gynaecologists,True,Provence-Alpes-Côte d'Azur,3
1093,4453,2019-09-01,Gynaecologists,True,Île-de-France,1
1094,4468,2019-09-01,Midwives,True,Auvergne-Rhône-Alpes,6
1095,4469,2019-09-01,Midwives,True,Bourgogne-Franche-Comté,1
1096,4470,2019-09-01,Midwives,True,Bretagne,1
1097,4471,2019-09-01,Midwives,True,Hauts-de-France,1
1098,4472,2019-09-01,Midwives,True,Nouvelle-Aquitaine,1
1099,4487,2019-09-01,Non-surgical specialists,True,Bourgogne-Franche-Comté,2
1100,4488,2019-09-01,Non-surgical specialists,True,Bretagne,2
1101,4489,2019-09-01,Non-surgical specialists,True,Hauts-de-France,2
1102,4490,2019-09-01,Non-surgical specialists,True,Nouvelle-Aquitaine,3
1103,4491,2019-09-01,Non-surgical specialists,True,Occitanie,3
1104,4492,2019-09-01,Non-surgical specialists,True,Provence-Alpes-Côte d'Azur,5
1105,4493,2019-09-01,Non-surgical specialists,True,Île-de-France,9
1106,4518,2019-09-01,Osteopaths,True,Auvergne-Rhône-Alpes,5
1107,4519,2019-09-01,Osteopaths,True,Bourgogne-Franche-Comté,1
1108,4520,2019-09-01,Osteopaths,True,Nouvelle-Aquitaine,2
1109,4521,2019-09-01,Osteopaths,True,Pays de la Loire,3
1110,4522,2019-09-01,Osteopaths,True,Provence-Alpes-Côte d'Azur,2
1111,4523,2019-09-01,Osteopaths,True,Île-de-France,23
1112,4538,2019-09-01,Other non-doctors,True,Auvergne-Rhône-Alpes,9
1113,4539,2019-09-01,Other non-doctors,True,Bretagne,1
1114,4540,2019-09-01,Other non-doctors,True,Grand Est,4
1115,4541,2019-09-01,Other non-doctors,True,Hauts-de-France,12
1116,4542,2019-09-01,Other non-doctors,True,Normandie,1
1117,4543,2019-09-01,Other non-doctors,True,Nouvelle-Aquitaine,3
1118,4544,2019-09-01,Other non-doctors,True,Occitanie,11
1119,4545,2019-09-01,Other non-doctors,True,Pays de la Loire,3
1120,4546,2019-09-01,Other non-doctors,True,Provence-Alpes-Côte d'Azur,13
1121,4547,2019-09-01,Other non-doctors,True,Île-de-France,30
1122,4560,2019-09-01,Pediatricians,True,Grand Est,1
1123,4561,2019-09-01,Pediatricians,True,Hauts-de-France,2
1124,4562,2019-09-01,Pediatricians,True,Nouvelle-Aquitaine,1
1125,4577,2019-09-01,Physiotherapists,True,Auvergne-Rhône-Alpes,5
1126,4578,2019-09-01,Physiotherapists,True,Bretagne,1
1127,4579,2019-09-01,Physiotherapists,True,Grand Est,1
1128,4580,2019-09-01,Physiotherapists,True,Hauts-de-France,2
1129,4581,2019-09-01,Physiotherapists,True,Nouvelle-Aquitaine,5
1130,4582,2019-09-01,Physiotherapists,True,Occitanie,3
1131,4583,2019-09-01,Physiotherapists,True,Pays de la Loire,5
1132,4584,2019-09-01,Physiotherapists,True,Provence-Alpes-Côte d'Azur,17
1133,4585,2019-09-01,Physiotherapists,True,Île-de-France,20
1134,4600,2019-09-01,Psychologists,True,Auvergne-Rhône-Alpes,1
1135,4601,2019-09-01,Psychologists,True,Bourgogne-Franche-Comté,1
1136,4602,2019-09-01,Psychologists,True,Bretagne,4
1137,4603,2019-09-01,Psychologists,True,Centre-Val de Loire,3
1138,4604,2019-09-01,Psychologists,True,Grand Est,1
1139,4605,2019-09-01,Psychologists,True,Hauts-de-France,3
1140,4606,2019-09-01,Psychologists,True,Occitanie,6
1141,4607,2019-09-01,Psychologists,True,Pays de la Loire,1
1142,4608,2019-09-01,Psychologists,True,Provence-Alpes-Côte d'Azur,2
1143,4609,2019-09-01,Psychologists,True,Île-de-France,13
1144,4630,2019-09-01,Surgeons,True,Auvergne-Rhône-Alpes,2
1145,4631,2019-09-01,Surgeons,True,Bretagne,1
1146,4632,2019-09-01,Surgeons,True,Centre-Val de Loire,1
1147,4633,2019-09-01,Surgeons,True,Hauts-de-France,1
1148,4634,2019-09-01,Surgeons,True,Occitanie,2
1149,4635,2019-09-01,Surgeons,True,Pays de la Loire,1
1150,4636,2019-09-01,Surgeons,True,Provence-Alpes-Côte d'Azur,4
1151,4637,2019-09-01,Surgeons,True,Île-de-France,2
1152,4649,2019-10-01,Anesthetists,True,Provence-Alpes-Côte d'Azur,2
1153,4664,2019-10-01,Dentists,True,Auvergne-Rhône-Alpes,10
1154,4665,2019-10-01,Dentists,True,Bourgogne-Franche-Comté,3
1155,4666,2019-10-01,Dentists,True,Bretagne,7
1156,4667,2019-10-01,Dentists,True,Centre-Val de Loire,5
1157,4668,2019-10-01,Dentists,True,Grand Est,9
1158,4669,2019-10-01,Dentists,True,Hauts-de-France,1
1159,4670,2019-10-01,Dentists,True,Normandie,1
1160,4671,2019-10-01,Dentists,True,Nouvelle-Aquitaine,2
1161,4672,2019-10-01,Dentists,True,Occitanie,12
1162,4673,2019-10-01,Dentists,True,Pays de la Loire,1
1163,4674,2019-10-01,Dentists,True,Provence-Alpes-Côte d'Azur,4
1164,4675,2019-10-01,Dentists,True,Île-de-France,42
1165,4690,2019-10-01,GPs,True,Auvergne-Rhône-Alpes,5
1166,4691,2019-10-01,GPs,True,Bourgogne-Franche-Comté,2
1167,4692,2019-10-01,GPs,True,Grand Est,7
1168,4693,2019-10-01,GPs,True,Hauts-de-France,3
1169,4694,2019-10-01,GPs,True,Nouvelle-Aquitaine,2
1170,4695,2019-10-01,GPs,True,Occitanie,6
1171,4696,2019-10-01,GPs,True,Pays de la Loire,9
1172,4697,2019-10-01,GPs,True,Provence-Alpes-Côte d'Azur,2
1173,4698,2019-10-01,GPs,True,Île-de-France,17
1174,4713,2019-10-01,Gynaecologists,True,Auvergne-Rhône-Alpes,2
1175,4714,2019-10-01,Gynaecologists,True,Hauts-de-France,1
1176,4729,2019-10-01,Midwives,True,Auvergne-Rhône-Alpes,3
1177,4730,2019-10-01,Midwives,True,Grand Est,4
1178,4731,2019-10-01,Midwives,True,Provence-Alpes-Côte d'Azur,1
1179,4732,2019-10-01,Midwives,True,Île-de-France,4
1180,4747,2019-10-01,Non-surgical specialists,True,Auvergne-Rhône-Alpes,10
1181,4748,2019-10-01,Non-surgical specialists,True,Bretagne,8
1182,4749,2019-10-01,Non-surgical specialists,True,Centre-Val de Loire,1
1183,4750,2019-10-01,Non-surgical specialists,True,Grand Est,5
1184,4751,2019-10-01,Non-surgical specialists,True,Nouvelle-Aquitaine,3
1185,4752,2019-10-01,Non-surgical specialists,True,Provence-Alpes-Côte d'Azur,2
1186,4753,2019-10-01,Non-surgical specialists,True,Île-de-France,14
1187,4764,2019-10-01,Nurses,True,Auvergne-Rhône-Alpes,2
1188,4765,2019-10-01,Nurses,True,Provence-Alpes-Côte d'Azur,1
1189,4766,2019-10-01,Nurses,True,Île-de-France,2
1190,4781,2019-10-01,Osteopaths,True,Auvergne-Rhône-Alpes,4
1191,4782,2019-10-01,Osteopaths,True,Bourgogne-Franche-Comté,3
1192,4783,2019-10-01,Osteopaths,True,Corse,2
1193,4784,2019-10-01,Osteopaths,True,Grand Est,1
1194,4785,2019-10-01,Osteopaths,True,Hauts-de-France,2
1195,4786,2019-10-01,Osteopaths,True,Normandie,4
1196,4787,2019-10-01,Osteopaths,True,Nouvelle-Aquitaine,8
1197,4788,2019-10-01,Osteopaths,True,Occitanie,8
1198,4789,2019-10-01,Osteopaths,True,Provence-Alpes-Côte d'Azur,10
1199,4790,2019-10-01,Osteopaths,True,Île-de-France,17
1200,4805,2019-10-01,Other non-doctors,True,Auvergne-Rhône-Alpes,9
1201,4806,2019-10-01,Other non-doctors,True,Bourgogne-Franche-Comté,2
1202,4807,2019-10-01,Other non-doctors,True,Bretagne,9
1203,4808,2019-10-01,Other non-doctors,True,Centre-Val de Loire,1
1204,4809,2019-10-01,Other non-doctors,True,Grand Est,5
1205,4810,2019-10-01,Other non-doctors,True,Hauts-de-France,3
1206,4811,2019-10-01,Other non-doctors,True,Normandie,1
1207,4812,2019-10-01,Other non-doctors,True,Nouvelle-Aquitaine,11
1208,4813,2019-10-01,Other non-doctors,True,Occitanie,20
1209,4814,2019-10-01,Other non-doctors,True,Pays de la Loire,3
1210,4815,2019-10-01,Other non-doctors,True,Provence-Alpes-Côte d'Azur,8
1211,4816,2019-10-01,Other non-doctors,True,Île-de-France,56
1212,4829,2019-10-01,Pediatricians,True,Île-de-France,2
1213,4844,2019-10-01,Physiotherapists,True,Auvergne-Rhône-Alpes,3
1214,4845,2019-10-01,Physiotherapists,True,Grand Est,3
1215,4846,2019-10-01,Physiotherapists,True,Hauts-de-France,1
1216,4847,2019-10-01,Physiotherapists,True,Normandie,1
1217,4848,2019-10-01,Physiotherapists,True,Nouvelle-Aquitaine,3
1218,4849,2019-10-01,Physiotherapists,True,Occitanie,3
1219,4850,2019-10-01,Physiotherapists,True,Pays de la Loire,3
1220,4851,2019-10-01,Physiotherapists,True,Provence-Alpes-Côte d'Azur,1
1221,4852,2019-10-01,Physiotherapists,True,Île-de-France,12
1222,4867,2019-10-01,Psychologists,True,Auvergne-Rhône-Alpes,2
1223,4868,2019-10-01,Psychologists,True,Bretagne,1
1224,4869,2019-10-01,Psychologists,True,Hauts-de-France,1
1225,4870,2019-10-01,Psychologists,True,Normandie,1
1226,4871,2019-10-01,Psychologists,True,Occitanie,1
1227,4872,2019-10-01,Psychologists,True,Pays de la Loire,2
1228,4873,2019-10-01,Psychologists,True,Provence-Alpes-Côte d'Azur,7
1229,4874,2019-10-01,Psychologists,True,Île-de-France,24
1230,4881,2019-10-01,Radiologists,True,Provence-Alpes-Côte d'Azur,2
1231,4896,2019-10-01,Surgeons,True,Grand Est,1
1232,4897,2019-10-01,Surgeons,True,Hauts-de-France,1
1233,4898,2019-10-01,Surgeons,True,Normandie,1
1234,4899,2019-10-01,Surgeons,True,Provence-Alpes-Côte d'Azur,1
1235,4900,2019-10-01,Surgeons,True,Île-de-France,4
1236,4926,2019-11-01,Dentists,True,Auvergne-Rhône-Alpes,4
1237,4927,2019-11-01,Dentists,True,Bourgogne-Franche-Comté,1
1238,4928,2019-11-01,Dentists,True,Centre-Val de Loire,2
1239,4929,2019-11-01,Dentists,True,Grand Est,3
1240,4930,2019-11-01,Dentists,True,Nouvelle-Aquitaine,3
1241,4931,2019-11-01,Dentists,True,Occitanie,8
1242,4932,2019-11-01,Dentists,True,Provence-Alpes-Côte d'Azur,7
1243,4933,2019-11-01,Dentists,True,Île-de-France,34
1244,4948,2019-11-01,GPs,True,Auvergne-Rhône-Alpes,6
1245,4949,2019-11-01,GPs,True,Bretagne,2
1246,4950,2019-11-01,GPs,True,Centre-Val de Loire,1
1247,4951,2019-11-01,GPs,True,Grand Est,1
1248,4952,2019-11-01,GPs,True,Hauts-de-France,7
1249,4953,2019-11-01,GPs,True,Normandie,2
1250,4954,2019-11-01,GPs,True,Occitanie,2
1251,4955,2019-11-01,GPs,True,Provence-Alpes-Côte d'Azur,2
1252,4956,2019-11-01,GPs,True,Île-de-France,8
1253,4971,2019-11-01,Gynaecologists,True,Grand Est,5
1254,4972,2019-11-01,Gynaecologists,True,Hauts-de-France,2
1255,4973,2019-11-01,Gynaecologists,True,Île-de-France,1
1256,4988,2019-11-01,Midwives,True,Auvergne-Rhône-Alpes,4
1257,4989,2019-11-01,Midwives,True,Bretagne,1
1258,4990,2019-11-01,Midwives,True,Grand Est,4
1259,4991,2019-11-01,Midwives,True,Nouvelle-Aquitaine,4
1260,4992,2019-11-01,Midwives,True,Provence-Alpes-Côte d'Azur,1
1261,4993,2019-11-01,Midwives,True,Île-de-France,1
1262,5008,2019-11-01,Non-surgical specialists,True,Auvergne-Rhône-Alpes,3
1263,5009,2019-11-01,Non-surgical specialists,True,Bretagne,1
1264,5010,2019-11-01,Non-surgical specialists,True,Centre-Val de Loire,1
1265,5011,2019-11-01,Non-surgical specialists,True,Normandie,1
1266,5012,2019-11-01,Non-surgical specialists,True,Occitanie,4
1267,5013,2019-11-01,Non-surgical specialists,True,Île-de-France,4
1268,5024,2019-11-01,Nurses,True,Hauts-de-France,1
1269,5025,2019-11-01,Nurses,True,Provence-Alpes-Côte d'Azur,1
1270,5040,2019-11-01,Osteopaths,True,Auvergne-Rhône-Alpes,8
1271,5041,2019-11-01,Osteopaths,True,Bourgogne-Franche-Comté,1
1272,5042,2019-11-01,Osteopaths,True,Bretagne,2
1273,5043,2019-11-01,Osteopaths,True,DOM-TOM,1
1274,5044,2019-11-01,Osteopaths,True,Normandie,2
1275,5045,2019-11-01,Osteopaths,True,Nouvelle-Aquitaine,4
1276,5046,2019-11-01,Osteopaths,True,Occitanie,5
1277,5047,2019-11-01,Osteopaths,True,Provence-Alpes-Côte d'Azur,2
1278,5048,2019-11-01,Osteopaths,True,Île-de-France,2
1279,5063,2019-11-01,Other non-doctors,True,Auvergne-Rhône-Alpes,18
1280,5064,2019-11-01,Other non-doctors,True,Bourgogne-Franche-Comté,1
1281,5065,2019-11-01,Other non-doctors,True,Bretagne,1
1282,5066,2019-11-01,Other non-doctors,True,Centre-Val de Loire,2
1283,5067,2019-11-01,Other non-doctors,True,Grand Est,3
1284,5068,2019-11-01,Other non-doctors,True,Hauts-de-France,8
1285,5069,2019-11-01,Other non-doctors,True,Normandie,3
1286,5070,2019-11-01,Other non-doctors,True,Nouvelle-Aquitaine,4
1287,5071,2019-11-01,Other non-doctors,True,Occitanie,4
1288,5072,2019-11-01,Other non-doctors,True,Pays de la Loire,4
1289,5073,2019-11-01,Other non-doctors,True,Provence-Alpes-Côte d'Azur,17
1290,5074,2019-11-01,Other non-doctors,True,Île-de-France,46
1291,5101,2019-11-01,Physiotherapists,True,Auvergne-Rhône-Alpes,3
1292,5102,2019-11-01,Physiotherapists,True,Grand Est,6
1293,5103,2019-11-01,Physiotherapists,True,Hauts-de-France,1
1294,5104,2019-11-01,Physiotherapists,True,Nouvelle-Aquitaine,1
1295,5105,2019-11-01,Physiotherapists,True,Occitanie,4
1296,5106,2019-11-01,Physiotherapists,True,Provence-Alpes-Côte d'Azur,6
1297,5107,2019-11-01,Physiotherapists,True,Île-de-France,10
1298,5122,2019-11-01,Psychologists,True,Auvergne-Rhône-Alpes,1
1299,5123,2019-11-01,Psychologists,True,Bretagne,1
1300,5124,2019-11-01,Psychologists,True,Hauts-de-France,1
1301,5125,2019-11-01,Psychologists,True,Nouvelle-Aquitaine,1
1302,5126,2019-11-01,Psychologists,True,Occitanie,3
1303,5127,2019-11-01,Psychologists,True,Provence-Alpes-Côte d'Azur,7
1304,5128,2019-11-01,Psychologists,True,Île-de-France,19
1305,5150,2019-11-01,Surgeons,True,Auvergne-Rhône-Alpes,1
1306,5151,2019-11-01,Surgeons,True,Bretagne,3
1307,5152,2019-11-01,Surgeons,True,Grand Est,2
1308,5153,2019-11-01,Surgeons,True,Nouvelle-Aquitaine,3
1309,5154,2019-11-01,Surgeons,True,Provence-Alpes-Côte d'Azur,2
1310,5155,2019-11-01,Surgeons,True,Île-de-France,3
1311,5181,2019-12-01,Dentists,True,Auvergne-Rhône-Alpes,9
1312,5182,2019-12-01,Dentists,True,Bourgogne-Franche-Comté,2
1313,5183,2019-12-01,Dentists,True,Bretagne,5
1314,5184,2019-12-01,Dentists,True,Centre-Val de Loire,1
1315,5185,2019-12-01,Dentists,True,Grand Est,7
1316,5186,2019-12-01,Dentists,True,Hauts-de-France,7
1317,5187,2019-12-01,Dentists,True,Nouvelle-Aquitaine,10
1318,5188,2019-12-01,Dentists,True,Occitanie,10
1319,5189,2019-12-01,Dentists,True,Pays de la Loire,6
1320,5190,2019-12-01,Dentists,True,Provence-Alpes-Côte d'Azur,14
1321,5191,2019-12-01,Dentists,True,Île-de-France,40
1322,5206,2019-12-01,GPs,True,Auvergne-Rhône-Alpes,19
1323,5207,2019-12-01,GPs,True,Bretagne,13
1324,5208,2019-12-01,GPs,True,Centre-Val de Loire,9
1325,5209,2019-12-01,GPs,True,Grand Est,6
1326,5210,2019-12-01,GPs,True,Hauts-de-France,4
1327,5211,2019-12-01,GPs,True,Nouvelle-Aquitaine,4
1328,5212,2019-12-01,GPs,True,Occitanie,12
1329,5213,2019-12-01,GPs,True,Pays de la Loire,25
1330,5214,2019-12-01,GPs,True,Provence-Alpes-Côte d'Azur,9
1331,5215,2019-12-01,GPs,True,Île-de-France,27
1332,5230,2019-12-01,Gynaecologists,True,Auvergne-Rhône-Alpes,5
1333,5231,2019-12-01,Gynaecologists,True,Hauts-de-France,1
1334,5232,2019-12-01,Gynaecologists,True,Nouvelle-Aquitaine,3
1335,5233,2019-12-01,Gynaecologists,True,Occitanie,3
1336,5234,2019-12-01,Gynaecologists,True,Île-de-France,8
1337,5249,2019-12-01,Midwives,True,Auvergne-Rhône-Alpes,2
1338,5250,2019-12-01,Midwives,True,Bretagne,2
1339,5251,2019-12-01,Midwives,True,Grand Est,2
1340,5252,2019-12-01,Midwives,True,Normandie,1
1341,5253,2019-12-01,Midwives,True,Nouvelle-Aquitaine,1
1342,5254,2019-12-01,Midwives,True,Provence-Alpes-Côte d'Azur,4
1343,5255,2019-12-01,Midwives,True,Île-de-France,2
1344,5270,2019-12-01,Non-surgical specialists,True,Auvergne-Rhône-Alpes,9
1345,5271,2019-12-01,Non-surgical specialists,True,Bretagne,5
1346,5272,2019-12-01,Non-surgical specialists,True,Centre-Val de Loire,1
1347,5273,2019-12-01,Non-surgical specialists,True,Grand Est,10
1348,5274,2019-12-01,Non-surgical specialists,True,Hauts-de-France,2
1349,5275,2019-12-01,Non-surgical specialists,True,Normandie,2
1350,5276,2019-12-01,Non-surgical specialists,True,Nouvelle-Aquitaine,5
1351,5277,2019-12-01,Non-surgical specialists,True,Occitanie,12
1352,5278,2019-12-01,Non-surgical specialists,True,Pays de la Loire,1
1353,5279,2019-12-01,Non-surgical specialists,True,Provence-Alpes-Côte d'Azur,10
1354,5280,2019-12-01,Non-surgical specialists,True,Île-de-France,25
1355,5291,2019-12-01,Nurses,True,Grand Est,2
1356,5306,2019-12-01,Osteopaths,True,Auvergne-Rhône-Alpes,3
1357,5307,2019-12-01,Osteopaths,True,Bourgogne-Franche-Comté,2
1358,5308,2019-12-01,Osteopaths,True,Bretagne,5
1359,5309,2019-12-01,Osteopaths,True,Centre-Val de Loire,2
1360,5310,2019-12-01,Osteopaths,True,Grand Est,1
1361,5311,2019-12-01,Osteopaths,True,Hauts-de-France,2
1362,5312,2019-12-01,Osteopaths,True,Nouvelle-Aquitaine,4
1363,5313,2019-12-01,Osteopaths,True,Occitanie,12
1364,5314,2019-12-01,Osteopaths,True,Pays de la Loire,1
1365,5315,2019-12-01,Osteopaths,True,Provence-Alpes-Côte d'Azur,8
1366,5316,2019-12-01,Osteopaths,True,Île-de-France,12
1367,5331,2019-12-01,Other non-doctors,True,Auvergne-Rhône-Alpes,19
1368,5332,2019-12-01,Other non-doctors,True,Bourgogne-Franche-Comté,4
1369,5333,2019-12-01,Other non-doctors,True,Bretagne,1
1370,5334,2019-12-01,Other non-doctors,True,Centre-Val de Loire,3
1371,5335,2019-12-01,Other non-doctors,True,Grand Est,11
1372,5336,2019-12-01,Other non-doctors,True,Hauts-de-France,7
1373,5337,2019-12-01,Other non-doctors,True,Normandie,3
1374,5338,2019-12-01,Other non-doctors,True,Nouvelle-Aquitaine,20
1375,5339,2019-12-01,Other non-doctors,True,Occitanie,17
1376,5340,2019-12-01,Other non-doctors,True,Pays de la Loire,5
1377,5341,2019-12-01,Other non-doctors,True,Provence-Alpes-Côte d'Azur,12
1378,5342,2019-12-01,Other non-doctors,True,Île-de-France,67
1379,5355,2019-12-01,Pediatricians,True,Occitanie,6
1380,5356,2019-12-01,Pediatricians,True,Île-de-France,3
1381,5371,2019-12-01,Physiotherapists,True,Auvergne-Rhône-Alpes,10
1382,5372,2019-12-01,Physiotherapists,True,Bretagne,6
1383,5373,2019-12-01,Physiotherapists,True,Grand Est,3
1384,5374,2019-12-01,Physiotherapists,True,Hauts-de-France,2
1385,5375,2019-12-01,Physiotherapists,True,Nouvelle-Aquitaine,1
1386,5376,2019-12-01,Physiotherapists,True,Occitanie,9
1387,5377,2019-12-01,Physiotherapists,True,Pays de la Loire,3
1388,5378,2019-12-01,Physiotherapists,True,Provence-Alpes-Côte d'Azur,2
1389,5379,2019-12-01,Physiotherapists,True,Île-de-France,41
1390,5394,2019-12-01,Psychologists,True,Auvergne-Rhône-Alpes,9
1391,5395,2019-12-01,Psychologists,True,Bretagne,1
1392,5396,2019-12-01,Psychologists,True,Centre-Val de Loire,2
1393,5397,2019-12-01,Psychologists,True,Grand Est,2
1394,5398,2019-12-01,Psychologists,True,Hauts-de-France,1
1395,5399,2019-12-01,Psychologists,True,Normandie,2
1396,5400,2019-12-01,Psychologists,True,Nouvelle-Aquitaine,1
1397,5401,2019-12-01,Psychologists,True,Occitanie,7
1398,5402,2019-12-01,Psychologists,True,Provence-Alpes-Côte d'Azur,1
1399,5403,2019-12-01,Psychologists,True,Île-de-France,25
1400,5425,2019-12-01,Surgeons,True,Auvergne-Rhône-Alpes,3
1401,5426,2019-12-01,Surgeons,True,Grand Est,1
1402,5427,2019-12-01,Surgeons,True,Hauts-de-France,5
1403,5428,2019-12-01,Surgeons,True,Nouvelle-Aquitaine,1
1404,5429,2019-12-01,Surgeons,True,Pays de la Loire,6
1405,5430,2019-12-01,Surgeons,True,Provence-Alpes-Côte d'Azur,2
1406,5431,2019-12-01,Surgeons,True,Île-de-France,12
1407,5443,2020-01-01,Anesthetists,True,Île-de-France,1
1408,5458,2020-01-01,Dentists,True,Auvergne-Rhône-Alpes,9
1409,5459,2020-01-01,Dentists,True,Bourgogne-Franche-Comté,4
1410,5460,2020-01-01,Dentists,True,Bretagne,2
1411,5461,2020-01-01,Dentists,True,Centre-Val de Loire,2
1412,5462,2020-01-01,Dentists,True,Grand Est,10
1413,5463,2020-01-01,Dentists,True,Hauts-de-France,4
1414,5464,2020-01-01,Dentists,True,Normandie,1
1415,5465,2020-01-01,Dentists,True,Nouvelle-Aquitaine,6
1416,5466,2020-01-01,Dentists,True,Occitanie,12
1417,5467,2020-01-01,Dentists,True,Pays de la Loire,1
1418,5468,2020-01-01,Dentists,True,Provence-Alpes-Côte d'Azur,20
1419,5469,2020-01-01,Dentists,True,Île-de-France,39
1420,5484,2020-01-01,GPs,True,Auvergne-Rhône-Alpes,13
1421,5485,2020-01-01,GPs,True,Bourgogne-Franche-Comté,2
1422,5486,2020-01-01,GPs,True,Bretagne,4
1423,5487,2020-01-01,GPs,True,Centre-Val de Loire,1
1424,5488,2020-01-01,GPs,True,Grand Est,1
1425,5489,2020-01-01,GPs,True,Normandie,1
1426,5490,2020-01-01,GPs,True,Nouvelle-Aquitaine,3
1427,5491,2020-01-01,GPs,True,Occitanie,6
1428,5492,2020-01-01,GPs,True,Pays de la Loire,7
1429,5493,2020-01-01,GPs,True,Provence-Alpes-Côte d'Azur,4
1430,5494,2020-01-01,GPs,True,Île-de-France,20
1431,5509,2020-01-01,Gynaecologists,True,Auvergne-Rhône-Alpes,2
1432,5510,2020-01-01,Gynaecologists,True,Bourgogne-Franche-Comté,2
1433,5511,2020-01-01,Gynaecologists,True,Hauts-de-France,1
1434,5512,2020-01-01,Gynaecologists,True,Provence-Alpes-Côte d'Azur,4
1435,5513,2020-01-01,Gynaecologists,True,Île-de-France,11
1436,5528,2020-01-01,Midwives,True,Auvergne-Rhône-Alpes,1
1437,5529,2020-01-01,Midwives,True,Bourgogne-Franche-Comté,2
1438,5530,2020-01-01,Midwives,True,Occitanie,4
1439,5531,2020-01-01,Midwives,True,Île-de-France,1
1440,5546,2020-01-01,Non-surgical specialists,True,Auvergne-Rhône-Alpes,3
1441,5547,2020-01-01,Non-surgical specialists,True,Bretagne,5
1442,5548,2020-01-01,Non-surgical specialists,True,Grand Est,1
1443,5549,2020-01-01,Non-surgical specialists,True,Hauts-de-France,2
1444,5550,2020-01-01,Non-surgical specialists,True,Nouvelle-Aquitaine,1
1445,5551,2020-01-01,Non-surgical specialists,True,Occitanie,1
1446,5552,2020-01-01,Non-surgical specialists,True,Pays de la Loire,1
1447,5553,2020-01-01,Non-surgical specialists,True,Provence-Alpes-Côte d'Azur,4
1448,5554,2020-01-01,Non-surgical specialists,True,Île-de-France,10
1449,5565,2020-01-01,Nurses,True,Occitanie,2
1450,5566,2020-01-01,Nurses,True,Île-de-France,1
1451,5581,2020-01-01,Osteopaths,True,Auvergne-Rhône-Alpes,3
1452,5582,2020-01-01,Osteopaths,True,Bourgogne-Franche-Comté,1
1453,5583,2020-01-01,Osteopaths,True,Grand Est,2
1454,5584,2020-01-01,Osteopaths,True,Hauts-de-France,1
1455,5585,2020-01-01,Osteopaths,True,Nouvelle-Aquitaine,7
1456,5586,2020-01-01,Osteopaths,True,Occitanie,8
1457,5587,2020-01-01,Osteopaths,True,Pays de la Loire,5
1458,5588,2020-01-01,Osteopaths,True,Provence-Alpes-Côte d'Azur,4
1459,5589,2020-01-01,Osteopaths,True,Île-de-France,7
1460,5604,2020-01-01,Other non-doctors,True,Auvergne-Rhône-Alpes,14
1461,5605,2020-01-01,Other non-doctors,True,Bretagne,2
